Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDT36;12.6;Regular;0.041557653;Fruits and Vegetables;124.5072;OUT046;1997;Small;Tier 1;Supermarket Type1;2450.144
FDW19;;Low Fat;0.041556697;Baking Goods;104.4332;OUT019;1985;Small;Tier 1;Grocery Store;307.5996
FDB29;17.35;Regular;0.041538713;Frozen Foods;93.1804;OUT049;1999;Medium;Tier 1;Supermarket Type1;1378.206
FDN39;19.6;Regular;0.041536962;Frozen Foods;46.0376;OUT013;1987;High;Tier 3;Supermarket Type1;527.3136
FDI02;19.75;Low Fat;0.041533438;Fruits and Vegetables;119.8466;OUT018;2009;Medium;Tier 3;Supermarket Type2;2239.0854
FDA46;12.6;Regular;0.04152307;Fruits and Vegetables;124.3072;OUT013;1987;High;Tier 3;Supermarket Type1;5022.7952
FDV36;14.5;Regular;0.041482394;Canned;40.0454;OUT017;2007;;Tier 2;Supermarket Type1;209.727
FDE35;10.5;Low Fat;0.041479396;Fruits and Vegetables;36.8164;OUT045;2002;;Tier 2;Supermarket Type1;772.328
FDT46;17.35;Regular;0.041474232;Frozen Foods;93.0804;OUT046;1997;Small;Tier 1;Supermarket Type1;826.9236
FDS21;10.5;Low Fat;0.041459804;Fruits and Vegetables;39.2164;OUT049;1999;Medium;Tier 1;Supermarket Type1;540.6296
DRD12;19.6;Low Fat;0.041459372;Household;89.6514;OUT018;2009;Medium;Tier 3;Supermarket Type2;1239.7196
FDR14;19.75;Low Fat;0.041448824;Fruits and Vegetables;116.5466;OUT045;2002;;Tier 2;Supermarket Type1;2828.3184
FDG22;17.35;Regular;0.041439718;Frozen Foods;93.7804;OUT013;1987;High;Tier 3;Supermarket Type1;2848.2924
FDX58;19.75;Low Fat;0.041429246;Fruits and Vegetables;117.2466;OUT049;1999;Medium;Tier 1;Supermarket Type1;2239.0854
FDB40;19.2;Low Fat;0.041395775;Household;129.731;OUT018;2009;Medium;Tier 3;Supermarket Type2;1298.31
FDJ36;10.5;Low Fat;0.041395445;Fruits and Vegetables;37.6164;OUT046;1997;Small;Tier 1;Supermarket Type1;540.6296
NCL53;10.5;LF;0.041387618;Fruits and Vegetables;40.1164;OUT035;2004;Small;Tier 2;Supermarket Type1;849.5608
NCX05;17.6;Regular;0.041381156;Snack Foods;35.019;OUT046;1997;Small;Tier 1;Supermarket Type1;659.142
FDO21;19.6;LF;0.041374909;Household;89.2514;OUT045;2002;;Tier 2;Supermarket Type1;1416.8224
NCF07;17.6;Regular;0.041373331;Snack Foods;38.119;OUT035;2004;Small;Tier 2;Supermarket Type1;732.38
FDU20;;Regular;0.041370245;Frozen Foods;46.2376;OUT027;1985;Medium;Tier 3;Supermarket Type3;814.9392
FDK09;10.5;Low Fat;0.041360997;Fruits and Vegetables;39.5164;OUT013;1987;High;Tier 3;Supermarket Type1;926.7936
FDY57;19.6;Low Fat;0.041355366;Household;88.7514;OUT049;1999;Medium;Tier 1;Supermarket Type1;2656.542
FDD51;14;Low Fat;0.041355366;Starchy Foods;182.0634;OUT049;1999;Medium;Tier 1;Supermarket Type1;4544.085
FDA49;6.935;Regular;0.041346469;Snack Foods;103.1332;OUT049;1999;Medium;Tier 1;Supermarket Type1;820.2656
FDG33;6.98;Low Fat;0.0413383;Canned;83.3934;OUT017;2007;;Tier 2;Supermarket Type1;491.3604
FDG35;19.75;Low Fat;0.041330512;Fruits and Vegetables;115.8466;OUT013;1987;High;Tier 3;Supermarket Type1;2474.7786
FDC52;14.5;Regular;0.041313203;Canned;42.0454;OUT049;1999;Medium;Tier 1;Supermarket Type1;377.5086
FDS34;19.2;Low Fat;0.041291929;Household;130.131;OUT049;1999;Medium;Tier 1;Supermarket Type1;1038.648
NCY05;14;Low Fat;0.041291169;Starchy Foods;180.7634;OUT046;1997;Small;Tier 1;Supermarket Type1;2181.1608
FDO46;19.6;Low Fat;0.041291169;Household;86.9514;OUT046;1997;Small;Tier 1;Supermarket Type1;1416.8224
FDY20;19.6;Low Fat;0.041283361;Household;87.0514;OUT035;2004;Small;Tier 2;Supermarket Type1;2125.2336
FDA13;14;Low Fat;0.041283361;Starchy Foods;182.4634;OUT035;2004;Small;Tier 2;Supermarket Type1;5452.902
FDS04;6.935;Regular;0.041282286;Snack Foods;103.5332;OUT046;1997;Small;Tier 1;Supermarket Type1;1230.3984
FDU51;;Regular;0.041273391;Frozen Foods;91.6804;OUT027;1985;Medium;Tier 3;Supermarket Type3;3858.9768
FDK50;6.98;Low Fat;0.041273236;Canned;82.4934;OUT018;2009;Medium;Tier 3;Supermarket Type2;982.7208
FDO60;19.6;Low Fat;0.041256807;Household;88.8514;OUT013;1987;High;Tier 3;Supermarket Type1;2125.2336
FDM13;14.5;Regular;0.041249072;Canned;40.5454;OUT046;1997;Small;Tier 1;Supermarket Type1;1216.4166
FDU12;6.935;Regular;0.041247932;Snack Foods;101.8332;OUT013;1987;High;Tier 3;Supermarket Type1;2255.7304
NCG54;19.2;Low Fat;0.041227831;Household;129.831;OUT046;1997;Small;Tier 1;Supermarket Type1;1947.465
FDH40;19.2;Low Fat;0.041220035;Household;131.231;OUT035;2004;Small;Tier 2;Supermarket Type1;3635.268
NCI06;14.5;Regular;0.041214746;Canned;42.0454;OUT013;1987;High;Tier 3;Supermarket Type1;629.181
FDA58;;Low Fat;0.041194986;Fruits and Vegetables;39.1164;OUT027;1985;Medium;Tier 3;Supermarket Type3;1235.7248
FDJ02;6.98;Low Fat;0.041189152;Canned;82.8934;OUT045;2002;;Tier 2;Supermarket Type1;818.934
FDP21;;Regular;0.041180766;Snack Foods;37.919;OUT027;1985;Medium;Tier 3;Supermarket Type3;768.999
FDN57;11.6;Low Fat;0.041177505;Soft Drinks;140.3154;OUT017;2007;;Tier 2;Supermarket Type1;2552.6772
FDV26;16;Low Fat;0.041177505;Snack Foods;142.3496;OUT017;2007;;Tier 2;Supermarket Type1;3246.4408
FDZ21;17.7;reg;0.041163522;Fruits and Vegetables;80.8276;OUT017;2007;;Tier 2;Supermarket Type1;1868.2348
FDG21;16;Low Fat;0.041112694;Snack Foods;139.9496;OUT018;2009;Medium;Tier 3;Supermarket Type2;3105.2912
FDF26;11.6;Low Fat;0.041112694;Soft Drinks;142.0154;OUT018;2009;Medium;Tier 3;Supermarket Type2;850.8924
FDC39;6.98;Low Fat;0.041105789;Canned;83.4934;OUT046;1997;Small;Tier 1;Supermarket Type1;1555.9746
FDQ24;17.7;Regular;0.041098734;Fruits and Vegetables;80.9276;OUT018;2009;Medium;Tier 3;Supermarket Type2;487.3656
FDC41;6.98;Low Fat;0.041098016;Canned;81.6934;OUT035;2004;Small;Tier 2;Supermarket Type1;818.934
NCO14;;Low Fat;0.041091215;Household;89.5514;OUT027;1985;Medium;Tier 3;Supermarket Type3;3364.9532
FDE05;6.98;LF;0.041071581;Canned;82.5934;OUT013;1987;High;Tier 3;Supermarket Type1;1310.2944
FDW52;9.5;Low Fat;0.041065647;Hard Drinks;223.5088;OUT017;2007;;Tier 2;Supermarket Type1;4697.8848
FDL36;;Low Fat;0.041063069;Fruits and Vegetables;93.5778;OUT019;1985;Small;Tier 1;Grocery Store;187.7556
FDS04;;Regular;0.041049322;Canned;41.2454;OUT027;1985;Medium;Tier 3;Supermarket Type3;1342.2528
NCC18;16;Low Fat;0.041028937;Snack Foods;142.6496;OUT045;2002;;Tier 2;Supermarket Type1;1834.9448
FDN01;16;Low Fat;0.041009558;Snack Foods;141.2496;OUT049;1999;Medium;Tier 1;Supermarket Type1;2681.8424
FDY02;9.6;Low Fat;0.040969757;Health and Hygiene;188.7214;OUT010;1998;;Tier 3;Grocery Store;376.8428
FDV15;16;Low Fat;0.040945898;Snack Foods;143.1496;OUT046;1997;Small;Tier 1;Supermarket Type1;2258.3936
FDC34;16;Low Fat;0.040938155;Snack Foods;141.1496;OUT035;2004;Small;Tier 2;Supermarket Type1;4516.7872
FDX10;11.6;Low Fat;0.040911824;Soft Drinks;142.3154;OUT013;1987;High;Tier 3;Supermarket Type1;2552.6772
NCF19;16;Low Fat;0.040911824;Snack Foods;141.2496;OUT013;1987;High;Tier 3;Supermarket Type1;3387.5904
FDE17;17.7;Regular;0.040897932;Fruits and Vegetables;82.6276;OUT013;1987;High;Tier 3;Supermarket Type1;731.0484
FDJ08;;Low Fat;0.040747616;Snack Foods;140.2496;OUT027;1985;Medium;Tier 3;Supermarket Type3;4093.3384
NCN53;11.65;Low Fat;0.040744057;Fruits and Vegetables;185.924;OUT017;2007;;Tier 2;Supermarket Type1;4101.328
FDC16;14;Low Fat;0.040725405;Household;43.4454;OUT010;1998;;Tier 3;Grocery Store;41.9454
FDO15;;Low Fat;0.040636926;Hard Drinks;224.6088;OUT027;1985;Medium;Tier 3;Supermarket Type3;4474.176
FDQ23;18.85;Low Fat;0.040599963;Household;244.0144;OUT017;2007;;Tier 2;Supermarket Type1;5635.3312
DRF37;11.65;Low Fat;0.040597054;Fruits and Vegetables;187.324;OUT045;2002;;Tier 2;Supermarket Type1;1864.24
FDN40;5.785;Regular;0.040587146;Snack Foods;180.366;OUT017;2007;;Tier 2;Supermarket Type1;1258.362
FDN24;11.65;Low Fat;0.040577878;Fruits and Vegetables;188.224;OUT049;1999;Medium;Tier 1;Supermarket Type1;1304.968
FDF16;19.6;Low Fat;0.040550868;Dairy;45.5718;OUT010;1998;;Tier 3;Grocery Store;47.2718
FDH27;5.785;Regular;0.040523265;Snack Foods;177.866;OUT018;2009;Medium;Tier 3;Supermarket Type2;4853.682
FDY52;12.1;Low Fat;0.040521714;Fruits and Vegetables;178.5002;OUT018;2009;Medium;Tier 3;Supermarket Type2;5552.1062
NCH55;;Low Fat;0.040520754;Others;153.934;OUT019;1985;Small;Tier 1;Grocery Store;153.134
NCH18;11.65;Low Fat;0.040507228;Fruits and Vegetables;186.924;OUT035;2004;Small;Tier 2;Supermarket Type1;2237.088
DRC01;10.1;Low Fat;0.040446145;Canned;118.115;OUT010;1998;;Tier 3;Grocery Store;116.515
NCO14;18.85;Low Fat;0.040434372;Household;244.3144;OUT049;1999;Medium;Tier 1;Supermarket Type1;5635.3312
DRG39;8.6;Regular;0.040432954;Canned;191.653;OUT017;2007;;Tier 2;Supermarket Type1;3795.06
DRK13;20.75;Low Fat;0.040421193;Fruits and Vegetables;122.173;OUT010;1998;;Tier 3;Grocery Store;369.519
FDD41;8.935;Low Fat;0.040410039;Frozen Foods;52.9298;OUT017;2007;;Tier 2;Supermarket Type1;539.298
FDQ19;8.6;Regular;0.040369315;Canned;189.753;OUT018;2009;Medium;Tier 3;Supermarket Type2;2846.295
FDX58;12.1;Low Fat;0.040357315;Fruits and Vegetables;177.8002;OUT046;1997;Small;Tier 1;Supermarket Type1;1611.9018
FDK40;5.785;Regular;0.040351229;Snack Foods;181.366;OUT035;2004;Small;Tier 2;Supermarket Type1;1977.426
FDI52;8.935;Low Fat;0.040346436;Frozen Foods;53.7298;OUT018;2009;Medium;Tier 3;Supermarket Type2;593.2278
FDT28;18.85;Low Fat;0.040338009;Household;246.7144;OUT013;1987;High;Tier 3;Supermarket Type1;6615.3888
FDH52;5.785;Regular;0.040325274;Snack Foods;180.466;OUT013;1987;High;Tier 3;Supermarket Type1;719.064
FDZ38;12.1;Low Fat;0.040323731;Fruits and Vegetables;180.0002;OUT013;1987;High;Tier 3;Supermarket Type1;4656.6052
FDF12;;Low Fat;0.040318693;Fruits and Vegetables;186.224;OUT027;1985;Medium;Tier 3;Supermarket Type3;5033.448
NCE06;8.6;Regular;0.040268044;Canned;191.453;OUT049;1999;Medium;Tier 1;Supermarket Type1;1707.777
FDO45;8.935;Low Fat;0.04026424;Frozen Foods;52.6298;OUT045;2002;;Tier 2;Supermarket Type1;808.947
NCS18;8.935;Low Fat;0.040245222;Frozen Foods;54.9298;OUT049;1999;Medium;Tier 1;Supermarket Type1;1348.245
NCE54;;Regular;0.04022593;Snack Foods;210.9928;OUT019;1985;Small;Tier 1;Grocery Store;210.3928
FDB50;7.97;Regular;0.04021623;Meat;90.4514;OUT017;2007;;Tier 2;Supermarket Type1;1328.271
FDZ20;8.6;Regular;0.040205535;Canned;188.753;OUT046;1997;Small;Tier 1;Supermarket Type1;7590.12
FDB11;8.6;Regular;0.040197932;Canned;190.153;OUT035;2004;Small;Tier 2;Supermarket Type1;3036.048
FDU22;9.395;Low Fat;0.040187877;Others;85.6908;OUT017;2007;;Tier 2;Supermarket Type1;1593.9252
FDY48;8.6;Regular;0.040172077;Canned;188.553;OUT013;1987;High;Tier 3;Supermarket Type1;3795.06
NCP30;;Regular;0.04016342;Snack Foods;181.166;OUT027;1985;Medium;Tier 3;Supermarket Type3;3415.554
FDD08;19.35;Regular;0.040154087;Soft Drinks;164.6868;OUT017;2007;;Tier 2;Supermarket Type1;1146.5076
NCG42;11.65;Low Fat;0.040144377;Snack Foods;228.9694;OUT017;2007;;Tier 2;Supermarket Type1;6622.7126
NCT30;9.395;Low Fat;0.040124625;Others;85.1908;OUT018;2009;Medium;Tier 3;Supermarket Type2;1342.2528
FDT37;11.65;Low Fat;0.040081193;Snack Foods;227.0694;OUT018;2009;Medium;Tier 3;Supermarket Type2;1141.847
FDU04;7.97;Regular;0.040071131;Meat;87.3514;OUT045;2002;;Tier 2;Supermarket Type1;1062.6168
NCH30;8.365;Regular;0.040069806;Fruits and Vegetables;190.7188;OUT017;2007;;Tier 2;Supermarket Type1;1904.188
DRG37;13.65;Low Fat;0.040049609;Frozen Foods;34.4558;OUT017;2007;;Tier 2;Supermarket Type1;611.2044
FDS13;9.395;Low Fat;0.040023967;Others;85.5908;OUT049;1999;Medium;Tier 1;Supermarket Type1;1006.6896
FDQ47;;Low Fat;0.039996021;Health and Hygiene;176.7686;OUT019;1985;Small;Tier 1;Grocery Store;888.843
FDY26;19.35;Regular;0.039990314;Soft Drinks;165.0868;OUT049;1999;Medium;Tier 1;Supermarket Type1;982.7208
FDB14;;Low Fat;0.039988162;Frozen Foods;55.7298;OUT027;1985;Medium;Tier 3;Supermarket Type3;1024.6662
FDV45;11.65;Low Fat;0.039980644;Snack Foods;227.3694;OUT049;1999;Medium;Tier 1;Supermarket Type1;4567.388
FDR23;9.395;Low Fat;0.039961837;Others;84.0908;OUT046;1997;Small;Tier 1;Supermarket Type1;419.454
NCS29;9.395;Low Fat;0.039954281;Others;82.4908;OUT035;2004;Small;Tier 2;Supermarket Type1;2013.3792
FDK33;9.395;Low Fat;0.039928582;Others;83.2908;OUT013;1987;High;Tier 3;Supermarket Type1;1258.362
FDW24;8.365;Regular;0.039925235;Fruits and Vegetables;189.2188;OUT045;2002;;Tier 2;Supermarket Type1;4570.0512
FDR08;19.35;Regular;0.039920687;Soft Drinks;163.3868;OUT035;2004;Small;Tier 2;Supermarket Type1;3439.5228
FDB45;8.365;Regular;0.039906377;Fruits and Vegetables;191.3188;OUT049;1999;Medium;Tier 1;Supermarket Type1;1713.7692
FDW32;19.35;Regular;0.039895009;Soft Drinks;162.4868;OUT013;1987;High;Tier 3;Supermarket Type1;4422.2436
FDN21;8.365;Regular;0.039844429;Fruits and Vegetables;190.1188;OUT046;1997;Small;Tier 1;Supermarket Type1;1904.188
FDH56;8.365;Regular;0.039836895;Fruits and Vegetables;191.6188;OUT035;2004;Small;Tier 2;Supermarket Type1;2094.6068
FDQ07;13.65;Low Fat;0.039824346;Frozen Foods;32.8558;OUT046;1997;Small;Tier 1;Supermarket Type1;645.1602
FDU58;8.365;Regular;0.039811272;Fruits and Vegetables;191.3188;OUT013;1987;High;Tier 3;Supermarket Type1;2285.0256
FDK36;;Low Fat;0.03976832;Others;83.9908;OUT027;1985;Medium;Tier 3;Supermarket Type3;2348.9424
NCG18;;Low Fat;0.039751236;Dairy;176.9028;OUT019;1985;Small;Tier 1;Grocery Store;708.4112
FDQ26;19.6;Low Fat;0.039738393;Snack Foods;163.7526;OUT018;2009;Medium;Tier 3;Supermarket Type2;2960.1468
DRL47;;Regular;0.039734882;Soft Drinks;165.7868;OUT027;1985;Medium;Tier 3;Supermarket Type3;4913.604
DRJ11;18.85;Low Fat;0.039723999;Snack Foods;41.048;OUT045;2002;;Tier 2;Supermarket Type1;918.804
FDB41;8.395;Low Fat;0.039715591;Snack Foods;100.1042;OUT017;2007;;Tier 2;Supermarket Type1;1289.6546
NCA06;8.395;Low Fat;0.039653081;Snack Foods;99.5042;OUT018;2009;Medium;Tier 3;Supermarket Type2;1686.4714
NCZ41;19.6;Low Fat;0.039638705;Snack Foods;166.0526;OUT049;1999;Medium;Tier 1;Supermarket Type1;3124.5994
NCD54;;Low Fat;0.039631495;Frozen Foods;31.9558;OUT027;1985;Medium;Tier 3;Supermarket Type3;984.7182
FDM34;20.85;Low Fat;0.039624006;Meat;117.2808;OUT049;1999;Medium;Tier 1;Supermarket Type1;1523.3504
FDL57;18.85;Low Fat;0.03961061;Snack Foods;41.648;OUT013;1987;High;Tier 3;Supermarket Type1;759.012
NCD30;19.6;Low Fat;0.039577173;Snack Foods;166.1526;OUT046;1997;Small;Tier 1;Supermarket Type1;2960.1468
FDH17;;Low Fat;0.039576776;Fruits and Vegetables;179.9318;OUT019;1985;Small;Tier 1;Grocery Store;360.8636
FDD57;8.395;Low Fat;0.039572298;Snack Foods;100.9042;OUT045;2002;;Tier 2;Supermarket Type1;1686.4714
FDC58;19.6;Low Fat;0.039569689;Snack Foods;165.9526;OUT035;2004;Small;Tier 2;Supermarket Type1;2631.2416
FDX47;20.85;Low Fat;0.039555016;Meat;116.8808;OUT035;2004;Small;Tier 2;Supermarket Type1;820.2656
FDC50;8.395;Low Fat;0.039553606;Snack Foods;99.1042;OUT049;1999;Medium;Tier 1;Supermarket Type1;2579.3092
NCS53;19.6;Low Fat;0.039544237;Snack Foods;163.6526;OUT013;1987;High;Tier 3;Supermarket Type1;1151.1682
FDY13;18.6;Low Fat;0.039517121;Frozen Foods;243.6802;OUT017;2007;;Tier 2;Supermarket Type1;5896.3248
FDP44;8.395;Low Fat;0.039492207;Snack Foods;97.3042;OUT046;1997;Small;Tier 1;Supermarket Type1;1091.2462
FDH60;8.395;Low Fat;0.039484739;Snack Foods;97.9042;OUT035;2004;Small;Tier 2;Supermarket Type1;1686.4714
FDR02;20.2;Regular;0.039469737;Breakfast;155.163;OUT017;2007;;Tier 2;Supermarket Type1;782.315
FDK48;20.7;Low Fat;0.039467795;Household;151.7366;OUT017;2007;;Tier 2;Supermarket Type1;604.5464
FDO24;16.1;Low Fat;0.039463564;Soft Drinks;189.9846;OUT010;1998;;Tier 3;Grocery Store;191.0846
FDE20;18.6;Low Fat;0.039454924;Frozen Foods;244.0802;OUT018;2009;Medium;Tier 3;Supermarket Type2;3193.8426
FDM04;;LF;0.039451625;Snack Foods;39.548;OUT027;1985;Medium;Tier 3;Supermarket Type3;1358.232
NCH07;17.6;Regular;0.039443715;Snack Foods;95.841;OUT017;2007;;Tier 2;Supermarket Type1;1641.197
DRP35;20.35;Low Fat;0.039428167;Household;127.9678;OUT018;2009;Medium;Tier 3;Supermarket Type2;3560.6984
FDO11;;Regular;0.03941584;Dairy;247.8092;OUT019;1985;Small;Tier 1;Grocery Store;498.0184
NCM30;20.7;Low Fat;0.039405676;Household;149.8366;OUT018;2009;Medium;Tier 3;Supermarket Type2;2267.049
DRF27;12.8;Regular;0.039385992;Meat;224.8404;OUT010;1998;;Tier 3;Grocery Store;1575.2828
NCR18;;Low Fat;0.039385518;Snack Foods;164.8526;OUT027;1985;Medium;Tier 3;Supermarket Type3;2631.2416
FDS48;17.6;Regular;0.039381633;Snack Foods;98.041;OUT018;2009;Medium;Tier 3;Supermarket Type2;675.787
FDO32;;Low Fat;0.039370913;Meat;116.9808;OUT027;1985;Medium;Tier 3;Supermarket Type3;3866.9664
NCP05;18.6;Low Fat;0.039355947;Frozen Foods;246.3802;OUT049;1999;Medium;Tier 1;Supermarket Type1;7370.406
FDF44;20.35;Low Fat;0.039329257;Household;127.6678;OUT049;1999;Medium;Tier 1;Supermarket Type1;2924.8594
FDX56;20.7;Low Fat;0.039306822;Household;150.7366;OUT049;1999;Medium;Tier 1;Supermarket Type1;3325.0052
FDE46;;Low Fat;0.039300964;Snack Foods;99.5042;OUT027;1985;Medium;Tier 3;Supermarket Type3;1884.8798
FDQ09;18.6;Low Fat;0.039294854;Frozen Foods;246.6802;OUT046;1997;Small;Tier 1;Supermarket Type1;2702.4822
NCB54;17.6;Regular;0.03928284;Snack Foods;94.641;OUT049;1999;Medium;Tier 1;Supermarket Type1;2799.689
NCV18;8.895;Regular;0.039261947;Baking Goods;207.4296;OUT017;2007;;Tier 2;Supermarket Type1;2492.7552
NCG55;20.6;Low Fat;0.039255412;Fruits and Vegetables;94.4778;OUT010;1998;;Tier 3;Grocery Store;93.8778
FDV14;20.2;Regular;0.039247736;Breakfast;157.663;OUT046;1997;Small;Tier 1;Supermarket Type1;1095.241
FDT31;20.7;Low Fat;0.039245805;Household;151.4366;OUT046;1997;Small;Tier 1;Supermarket Type1;1511.366
DRD12;20.7;LF;0.039238384;Household;152.8366;OUT035;2004;Small;Tier 2;Supermarket Type1;2569.3222
FDZ40;20.35;Low Fat;0.039235527;Household;127.2678;OUT013;1987;High;Tier 3;Supermarket Type1;1017.3424
DRI11;18;Low Fat;0.039231652;Snack Foods;145.1418;OUT017;2007;;Tier 2;Supermarket Type1;2648.5524
FDP23;17.6;Regular;0.03922186;Snack Foods;97.241;OUT046;1997;Small;Tier 1;Supermarket Type1;193.082
FDY02;20.2;Regular;0.039215075;Breakfast;157.663;OUT013;1987;High;Tier 3;Supermarket Type1;2190.482
FDM03;17.6;Regular;0.039214444;Snack Foods;98.241;OUT035;2004;Small;Tier 2;Supermarket Type1;1930.82
FDF35;16.25;Low Fat;0.039207025;Household;116.1176;OUT049;1999;Medium;Tier 1;Supermarket Type1;2633.9048
DRM37;17.6;Regular;0.039189221;Snack Foods;97.341;OUT013;1987;High;Tier 3;Supermarket Type1;965.41
NCV41;8.895;Regular;0.039120291;Baking Goods;206.8296;OUT045;2002;;Tier 2;Supermarket Type1;4154.592
NCK53;16.25;Low Fat;0.039113587;Household;116.0176;OUT013;1987;High;Tier 3;Supermarket Type1;1488.7288
FDW23;8.895;Regular;0.039101813;Baking Goods;208.8296;OUT049;1999;Medium;Tier 1;Supermarket Type1;5400.9696
FDW12;18;Low Fat;0.039090105;Snack Foods;148.4418;OUT045;2002;;Tier 2;Supermarket Type1;4119.9704
FDG44;;Low Fat;0.039078047;Household;128.3678;OUT027;1985;Medium;Tier 3;Supermarket Type3;3179.195
FDJ36;18;Low Fat;0.039071642;Snack Foods;145.3418;OUT049;1999;Medium;Tier 1;Supermarket Type1;882.8508
FDX55;;Regular;0.039057677;Breakfast;155.963;OUT027;1985;Medium;Tier 3;Supermarket Type3;3285.723
DRG13;;Low Fat;0.039055756;Household;152.3366;OUT027;1985;Medium;Tier 3;Supermarket Type3;2115.9124
NCD06;;Regular;0.039031927;Snack Foods;95.641;OUT027;1985;Medium;Tier 3;Supermarket Type3;1737.738
FDW22;18;Low Fat;0.03901099;Snack Foods;147.7418;OUT046;1997;Small;Tier 1;Supermarket Type1;4119.9704
FDD33;8.895;Regular;0.039008625;Baking Goods;209.0296;OUT013;1987;High;Tier 3;Supermarket Type1;2285.0256
FDG24;9;Low Fat;0.039004193;Soft Drinks;37.019;OUT045;2002;;Tier 2;Supermarket Type1;659.142
FDE05;9;Low Fat;0.03898577;Soft Drinks;34.619;OUT049;1999;Medium;Tier 1;Supermarket Type1;732.38
FDZ12;18;Low Fat;0.038978526;Snack Foods;148.6418;OUT013;1987;High;Tier 3;Supermarket Type1;2795.6942
FDX37;5.785;Regular;0.038976089;Fruits and Vegetables;264.2252;OUT017;2007;;Tier 2;Supermarket Type1;3934.878
FDE44;8.185;Low Fat;0.038948125;Fruits and Vegetables;115.4808;OUT017;2007;;Tier 2;Supermarket Type1;820.2656
FDS52;9;Low Fat;0.038925251;Soft Drinks;34.919;OUT046;1997;Small;Tier 1;Supermarket Type1;476.047
FDO39;9;Low Fat;0.038917891;Soft Drinks;35.919;OUT035;2004;Small;Tier 2;Supermarket Type1;1171.808
FDI32;10;Low Fat;0.038904624;Fruits and Vegetables;245.4144;OUT017;2007;;Tier 2;Supermarket Type1;6615.3888
FDV28;9;Low Fat;0.038892859;Soft Drinks;36.119;OUT013;1987;High;Tier 3;Supermarket Type1;1098.57
NCP53;;Low Fat;0.038822077;Snack Foods;147.7418;OUT027;1985;Medium;Tier 3;Supermarket Type3;1618.5598
NCN43;5.785;Regular;0.038817121;Fruits and Vegetables;262.6252;OUT049;1999;Medium;Tier 1;Supermarket Type1;524.6504
NCI31;17.1;Low Fat;0.038816115;Household;166.4842;OUT045;2002;;Tier 2;Supermarket Type1;1326.2736
FDK55;19.7;LF;0.038815341;Hard Drinks;124.2362;OUT045;2002;;Tier 2;Supermarket Type1;1887.543
FDC17;8.185;Low Fat;0.038789271;Fruits and Vegetables;115.6808;OUT049;1999;Medium;Tier 1;Supermarket Type1;703.0848
FDV28;5.785;Regular;0.038756864;Fruits and Vegetables;260.7252;OUT046;1997;Small;Tier 1;Supermarket Type1;6033.4796
FDY26;5.785;Regular;0.038749536;Fruits and Vegetables;262.0252;OUT035;2004;Small;Tier 2;Supermarket Type1;4459.5284
NCU06;16.7;Regular;0.03874616;Snack Foods;143.8102;OUT017;2007;;Tier 2;Supermarket Type1;4811.7366
FDV16;13.35;Low Fat;0.038744606;Snack Foods;239.3564;OUT017;2007;;Tier 2;Supermarket Type1;3098.6332
FDY31;11.6;Low Fat;0.038736838;Dairy;55.8272;OUT017;2007;;Tier 2;Supermarket Type1;1454.1072
DRE37;19.7;Low Fat;0.038736781;Hard Drinks;127.4362;OUT046;1997;Small;Tier 1;Supermarket Type1;1510.0344
FDH33;;Low Fat;0.038736754;Soft Drinks;37.319;OUT027;1985;Medium;Tier 3;Supermarket Type3;1281.665
FDA46;17.1;Low Fat;0.038730229;Household;166.2842;OUT035;2004;Small;Tier 2;Supermarket Type1;4807.7418
FDP12;19.7;Low Fat;0.038729457;Hard Drinks;127.3362;OUT035;2004;Small;Tier 2;Supermarket Type1;755.0172
FDJ09;8.185;Low Fat;0.038729057;Fruits and Vegetables;117.1808;OUT046;1997;Small;Tier 1;Supermarket Type1;1874.8928
NCS54;5.785;Regular;0.038724612;Fruits and Vegetables;263.9252;OUT013;1987;High;Tier 3;Supermarket Type1;6033.4796
FDJ33;8.185;Low Fat;0.038721734;Fruits and Vegetables;115.8808;OUT035;2004;Small;Tier 2;Supermarket Type1;1523.3504
FDF32;19.1;Low Fat;0.038720852;Fruits and Vegetables;210.8586;OUT018;2009;Medium;Tier 3;Supermarket Type2;6331.758
FDN24;12.35;Regular;0.038718195;Fruits and Vegetables;110.657;OUT017;2007;;Tier 2;Supermarket Type1;2087.283
FDX21;17.1;Low Fat;0.038705317;Household;165.0842;OUT013;1987;High;Tier 3;Supermarket Type1;2320.9788
FDC57;9.105;Low Fat;0.038699553;Household;33.79;OUT017;2007;;Tier 2;Supermarket Type1;199.74
NCZ06;10;Low Fat;0.038685802;Fruits and Vegetables;243.8144;OUT046;1997;Small;Tier 1;Supermarket Type1;4655.2736
FDY56;16.7;Regular;0.038685176;Snack Foods;146.6102;OUT018;2009;Medium;Tier 3;Supermarket Type2;2770.3938
NCH07;6.92;LF;0.038671588;Dairy;64.2852;OUT017;2007;;Tier 2;Supermarket Type1;438.0964
FDS44;12.35;Regular;0.038657256;Fruits and Vegetables;110.257;OUT018;2009;Medium;Tier 3;Supermarket Type2;1757.712
